Year,ICPSR_State_Code,Alphanumeric_State_Code,State,Turnout_Rates_VEP_Total_Ballots_Counted,Numerators_Total_Ballots_Counted,Voting Eligible Population,Voting Age Population,Non_citizen,Prison,Probation,Parole,Total_Ineligible_Felon,Percent Ineligible Because of Felony Charges,Percent of Turnout Potentially Swayed by Ineligibilty
2014,0,0,United States,36.7,83262122,227157964,245712915,8.4,1493706,2298993,548576,3329718,1.35512535,3.999078957
2014,41,1,Alabama,33.2,1191274,3588783,3751844,2.5,31691,53640,8097,69826,1.861111496,5.861455887
2014,81,2,Alaska,54.8,285431,520562,553473,3.9,5216,7077,2210,11389,2.05773362,3.99010619
2014,61,3,Arizona,34.1,1537671,4510186,5110890,10.1,37516,73232,7502,86028,1.68322934,5.594694834
2014,42,4,Arkansas,40.3,852642,2117881,2263040,4,17756,28192,21743,55287,2.443041219,6.484198526
2014,71,5,California,30.7,7513972,24440416,29646675,16.8,136088,0,87104,223192,0.752839905,2.970359751
2014,62,6,Colorado,54.7,2080071,3800664,4128890,7.2,19121,0,10067,29188,0.706921231,1.403221332
2014,1,7,Connecticut,42.5,1096556,2577311,2828791,8.2,16113,0,2564,18677,0.660246727,1.703241786
2014,11,8,Delaware,34.9,238110,681526,735156,5.1,6625,15665,676,16073,2.186338682,6.750241485
2014,55,9,District of Columbia,35.7,177176,495899,547228,9.4,0,0,0,0,0,0
2014,43,10,Florida,43.3,6026802,13914216,15816663,10.6,95671,227087,4519,227359,1.437465033,3.772465065
2014,44,11,Georgia,38.6,2596947,6725041,7601982,7.1,50499,471067,25547,339844,4.470465729,13.0862894
2014,82,12,Hawaii,36.5,369554,1012123,1113693,8.6,5721,0,0,5721,0.513696324,1.548082283
2014,63,13,Idaho,39.8,445307,1119882,1205611,4.6,7901,33450,4217,30850,2.558868491,6.927804863
2014,21,14,Illinois,40.8,3680417,9028752,9922399,8.5,46465,0,0,46465,0.46828393,1.26249281
2014,22,15,Indiana,28.7,1387622,4829510,5033872,3.5,28638,0,0,28638,0.568906003,2.063818533
2014,31,16,Iowa,50.3,1142284,2269179,2386733,3.6,8686,29929,5769,31215,1.307854712,2.73268294
2014,32,17,Kansas,43.3,887023,2048164,2184712,5.2,9326,16328,4051,22521,1.030845256,2.538942057
2014,51,18,Kentucky,44.9,1459409,3247300,3406506,2.7,21402,54107,16729,68431,2.00883251,4.688952857
2014,45,19,Louisiana,44.9,1503975,3349433,3545845,3,37881,40979,29619,90448,2.550816519,6.013929753
2014,2,20,Maine,58.7,616996,1051557,1071521,1.9,0,0,0,0,0,0
2014,52,21,Maryland,42,1745104,4154546,4645171,8.9,20388,79539,11537,76467,1.646161142,4.381801887
2014,3,22,Massachusetts,44.7,2186789,4896296,5369534,8.6,10014,0,0,10014,0.186496631,0.457931698
2014,23,23,Michigan,43.2,3188956,7383958,7700110,3.5,42900,0,0,42900,0.557134898,1.345267856
2014,33,24,Minnesota,50.6,1992613,3935121,4194166,4.5,10003,97661,6642,71335,1.700814894,3.579972629
2014,46,25,Mississippi,,,2181131,2267463,1.7,18756,34398,9883,47902,2.11258133,#DIV/0!
2014,34,26,Missouri,33.6,1509025,4493722,4682458,2.4,31432,47303,18495,76417,1.63198474,5.063998277
2014,64,27,Montana,47.5,373831,787748,802644,1.4,3681,0,0,3681,0.458609296,0.984669543
2014,35,28,Nebraska,41.4,552115,1334453,1419489,5,5221,12940,1067,13534,0.953441696,2.451300907
2014,65,29,Nevada,29.6,552546,1867644,2173640,12.9,12537,12027,5927,25199,1.159299608,4.560525278
2014,4,30,New Hampshire,48.3,495565,1025862,1061054,3,2867,0,0,2867,0.270203025,0.578531575
2014,12,31,New Jersey,32.5,1955042,6014127,6936661,11.9,20255,115898,14889,100047,1.442293345,5.117383667
2014,66,32,New Mexico,,,1449503,1586442,7.5,6879,16060,2255,18128,1.142682808,#DIV/0!
2014,13,33,New York,29,3930310,13553426,15544111,12.2,48376,0,44889,93265,0.600002149,2.372968036
2014,47,34,North Carolina,41.2,2939767,7143737,7693406,5.9,35726,90918,10025,96665,1.256465602,3.288185764
2014,36,35,North Dakota,45,255128,567221,582205,2.3,1700,0,0,1700,0.29199337,0.666332194
2014,24,36,Ohio,36.2,3149876,8701243,8969074,2.4,51024,0,0,51024,0.568888159,1.61987329
2014,53,37,Oklahoma,30,825607,2755091,2940437,4.7,27650,28568,2560,46208,1.571467098,5.596851771
2014,72,38,Oregon,53.4,1541782,2887517,3115883,6.8,15075,0,0,15075,0.483811491,0.97776469
2014,14,39,Pennsylvania,36.5,3535576,9689491,10100271,3.6,49643,0,0,49643,0.491501664,1.40409936
2014,5,40,Rhode Island,42.4,329212,776286,842605,7.5,3294,0,0,3294,0.390930507,1.000571061
2014,48,41,South Carolina,35.2,1261611,3584461,3760480,3.5,20917,35096,5225,45796,1.217823257,3.629962009
2014,37,42,South Dakota,44.7,282291,630989,647810,1.6,3528,0,2611,6139,0.947654405,2.174706243
2014,54,43,Tennessee,29.8,1430117,4799476,5060636,3.6,28495,62950,13498,77245,1.526389173,5.401306327
2014,49,44,Texas,,,16675420,19847831,13.5,157361,388101,111412,486110,2.449184498,#DIV/0!
2014,67,45,Utah,30.3,577973,1905801,2054936,6.9,6824,0,0,6824,0.332078469,1.18067799
2014,6,46,Vermont,40.8,202445,495884,507304,2.3,0,0,0,0,0,0
2014,40,47,Virginia,36.8,2194346,5962456,6489957,7.1,36943,54966,1732,69456,1.070207399,3.165225539
2014,73,48,Washington,43.1,2123901,4928407,5467270,8.4,17345,94112,9880,79928,1.461936213,3.763263919
2014,56,49,West Virginia,32,462864,1447652,1472594,0.8,6873,7174,2749,13639,0.926188753,2.946653877
2014,25,50,Wisconsin,56.9,2422248,4260427,4470265,3.2,22097,46212,20010,67986,1.520849435,2.806731598
2014,68,51,Wyoming,39.7,171153,431434,451484,3.1,2330,5196,715,5955,1.318983618,3.479343044
2012,0,0,United States,58.6,130292355,222474111,240957993,8.4,1473412,2342582,637410,3352390,1.391275698,2.572975214
2012,41,1,Alabama,,,3539217,3707440,2.6,32232,57993,8616,71584,1.930820189,#DIV/0!
2012,81,2,Alaska,58.9,301694,511792,543763,3.8,5633,7173,1882,11317,2.081237598,3.751151829
2012,61,3,Arizona,53,2323579,4387900,4959270,9.9,35188,72452,7460,81048,1.634272786,3.488067331
2012,42,4,Arkansas,51.1,1078548,2109847,2242740,3.5,14471,30122,23372,53808,2.399208112,4.988929561
2012,71,5,California,55.7,13202158,23681837,28913129,17.4,119455,0,89287,208742,0.721962677,1.581120299
2012,62,6,Colorado,70.6,2596173,3675871,3981208,6.9,18807,0,11458,30265,0.760196403,1.165754362
2012,1,7,Connecticut,61.4,1560640,2543202,2801375,8.5,16935,0,2793,19728,0.704225603,1.264096781
2012,11,8,Delaware,,,663967,715708,5.1,6610,15641,601,15501,2.165827404,#DIV/0!
2012,55,9,District of Columbia,61.6,294254,477582,528848,9.7,0,0,0,0,0,0
2012,43,10,Florida,63.3,8538264,13495057,15380947,10.8,91954,240869,4538,224153,1.457341996,2.625276051
2012,44,11,Georgia,59.3,3919355,6606607,7452696,7.2,52737,442061,24761,311790,4.183586718,7.955135475
2012,82,12,Hawaii,44.5,437159,982902,1088335,9.2,5544,0,0,5544,0.509401976,1.268188462
2012,63,13,Idaho,61,666290,1091410,1173727,4.6,7985,31606,3848,28584,2.435319286,4.290023863
2012,21,14,Illinois,59.3,5279752,8899143,9827043,8.9,49348,0,0,49348,0.5021653,0.934665113
2012,22,15,Indiana,56,2663368,4755291,4960376,3.6,28266,0,0,28266,0.569835835,1.061287813
2012,31,16,Iowa,70.6,1589951,2251748,2356209,3.2,8470,29333,5151,29167,1.237878304,1.834459049
2012,32,17,Kansas,58.2,1182771,2030686,2162442,5,9346,17021,5126,23493,1.086410641,1.986267841
2012,51,18,Kentucky,56.2,1815843,3229185,3368684,2.2,21863,54511,14419,65173,1.934672412,3.58913188
2012,45,19,Louisiana,60.8,2014548,3311626,3495847,2.7,40047,41298,28946,90881,2.599684712,4.511235275
2012,2,20,Maine,69.3,724758,1046008,1064779,1.8,0,0,0,0,0,0
2012,52,21,Maryland,67.3,2734062,4063582,4553853,8.9,20871,96640,13195,85285,1.872809684,3.119351353
2012,3,22,Massachusetts,66.2,3184196,4809675,5263550,8.4,10283,0,0,10283,0.195362445,0.322938663
2012,23,23,Michigan,65.4,4780701,7312725,7625576,3.5,43019,0,0,43019,0.564140991,0.899847114
2012,33,24,Minnesota,76.4,2950780,3861598,4114820,4.4,9383,108157,6006,72712,1.767076081,2.464162018
2012,46,25,Mississippi,,,2166825,2246931,1.5,22305,30768,6804,45416,2.021245868,#DIV/0!
2012,34,26,Missouri,,,4432957,4628500,2.5,30714,55470,20672,80785,1.745381873,#DIV/0!
2012,64,27,Montana,63.5,491966,774476,785454,0.9,3592,0,0,3592,0.457315132,0.730131757
2012,35,28,Nebraska,61.1,804245,1316915,1396507,4.7,4466,14260,1383,13407,0.960038152,1.667029326
2012,65,29,Nevada,56.5,1016664,1800969,2105976,13.3,12883,11321,5379,24262,1.152054914,2.386432489
2012,4,30,New Hampshire,70.9,718700,1013420,1047978,3,2672,0,0,2672,0.254967184,0.371782385
2012,12,31,New Jersey,62.2,3683638,5918182,6847503,12.1,21759,114886,14987,97636,1.425862829,2.650531893
2012,66,32,New Mexico,54.8,786522,1436363,1573400,7.3,6553,21381,5078,22963,1.459450871,2.919562326
2012,13,33,New York,53.5,7128852,13324107,15344671,12.5,49889,0,46222,96111,0.62634774,1.348197438
2012,47,34,North Carolina,65.4,4542488,6947954,7496980,6.1,35567,96070,4359,90843,1.211727922,1.999851183
2012,36,35,North Dakota,60.4,325564,539164,549955,1.7,1500,0,0,1500,0.272749589,0.460738902
2012,24,36,Ohio,65.1,5632423,8649495,8896930,2.2,50313,0,0,50313,0.565509676,0.893274529
2012,53,37,Oklahoma,,,2713268,2885093,4.5,25225,25506,2310,41053,1.422935067,#DIV/0!
2012,72,38,Oregon,64.2,1820507,2836101,3050747,6.6,13607,0,0,13607,0.446021909,0.74742915
2012,14,39,Pennsylvania,,,9651432,10037099,3.3,50054,0,0,50054,0.49868991,#DIV/0!
2012,5,40,Rhode Island,,,768918,834983,7.5,3249,0,0,3249,0.389109718,#DIV/0!
2012,48,41,South Carolina,56.8,1981516,3486838,3662322,3.5,21895,34945,6116,46532,1.270560044,2.348303016
2012,37,42,South Dakota,60.1,368270,613190,631472,1.9,3574,0,2761,6335,1.003211544,1.720205284
2012,54,43,Tennessee,52.3,2478870,4736084,4976284,3.3,28135,64430,13138,75421,1.515608836,3.042555681
2012,49,44,Texas,,,16119973,19185395,13.5,157564,405473,112288,484753,2.526677194,#DIV/0!
2012,67,45,Utah,56.1,1028786,1833339,1978956,7,6611,0,0,6611,0.334065032,0.642602057
2012,6,46,Vermont,61.2,301793,493355,502242,1.8,0,0,0,0,0,0
2012,40,47,Virginia,66.6,3888186,5834676,6348827,7.1,36425,52956,1983,66475,1.047043808,1.709666153
2012,73,48,Washington,65.8,3172939,4822060,5329782,8.2,16355,88339,8895,72070,1.352212905,2.2713957
2012,56,49,West Virginia,,,1447066,1472642,0.8,7052,8573,2052,13648,0.92676971,#DIV/0!
2012,25,50,Wisconsin,,,4209370,4417273,3.2,21987,46328,20023,66564,1.506902562,#DIV/0!
2012,68,51,Wyoming,59,250701,425142,441726,2.5,2163,5162,762,5661,1.281563684,2.258068376
2010,0,0,United States,41.8,90912015,217551109,236022989,8.5,1512225,1321051,629644,3244035,1.374457214,3.568323725
2010,41,1,Alabama,43.3,1503232,3472582,3661784,2.8,31587,50622,9006,86889,2.372859786,5.780145713
2010,81,2,Alaska,52.9,261128,493764,528744,4,5576,6959,2089,13601,2.572322334,5.208556723
2010,61,3,Arizona,41.6,1750840,4209544,4807398,10.3,35368,52316,7993,96443,2.006137208,5.508384547
2010,42,4,Arkansas,37.9,789773,2081156,2216171,3.7,16047,26995,21106,53752,2.425444607,6.806006283
2010,71,5,California,45.9,10529134,22946053,28167234,17.7,146412,0,105133,217629,0.772631775,2.066922123
2010,62,6,Colorado,51.7,1828323,3533054,3843619,7.3,21559,0,11014,28322,0.736857633,1.549069831
2010,1,7,Connecticut,45.9,1153872,2512981,2765843,8.4,18553,0,2894,20768,0.750874146,1.799853017
2010,11,8,Delaware,49,316754,646969,696940,5.5,6307,4448,560,11326,1.625104026,3.575645454
2010,55,9,District of Columbia,29.6,135846,458619,506765,9.5,0,0,0,0,0,0
2010,43,10,Florida,42.2,5473787,12961184,14916066,11.2,97944,165760,4093,272113,1.82429469,4.971201839
2010,44,11,Georgia,40.6,2623035,6464845,7255919,7.4,54710,185286,25091,254264,3.504228754,9.693503899
2010,82,12,Hawaii,40.3,386302,959531,1062593,9.1,5813,0,0,5912,0.55637483,1.530408851
2010,63,13,Idaho,42.9,459079,1069446,1147210,4.7,7268,13721,3957,23131,2.016282982,5.038566347
2010,21,14,Illinois,43.1,3792770,8798829,9735944,9.1,46314,0,0,48418,0.497311817,1.276586769
2010,22,15,Indiana,38.1,1791832,4697111,4896656,3.5,27481,0,0,28028,0.572390627,1.564209145
2010,31,16,Iowa,50.7,1133429,2234516,2328262,3.2,9276,8862,3197,19916,0.855402012,1.757145794
2010,32,17,Kansas,42.6,857658,2011497,2137815,5.2,8741,3704,5063,15287,0.715075907,1.782412104
2010,51,18,Kentucky,44.3,1417995,3198093,3332204,2.4,20385,25688,14628,53546,1.606924426,3.776176926
